epoch,accuracy,auc,loss,lr,precision_7,recall_7,val_accuracy,val_auc,val_loss,val_precision_7,val_recall_7
0,0.6052631735801697,0.61591637134552,137.02122497558594,0.01,0.6052631735801697,0.6052631735801697,0.5968858003616333,0.5968858003616333,488.3116455078125,0.5968858003616333,0.5968858003616333
1,0.6564121842384338,0.7051050066947937,2.2286574840545654,0.01,0.6564121842384338,0.6564121842384338,0.3961937725543976,0.32300257682800293,24.567249298095703,0.3961937725543976,0.3961937725543976
2,0.6801334619522095,0.7273054718971252,0.8796886205673218,0.01,0.6801334619522095,0.6801334619522095,0.4031141996383667,0.425018846988678,13.066427230834961,0.4031141996383667,0.4031141996383667
3,0.745737612247467,0.7882335186004639,0.6489771008491516,0.01,0.745737612247467,0.745737612247467,0.7387543320655823,0.7836127877235413,0.572079062461853,0.7387543320655823,0.7387543320655823
4,0.7635285258293152,0.8188249468803406,0.5250418782234192,0.01,0.7635285258293152,0.7635285258293152,0.7716262936592102,0.8351716995239258,0.501981794834137,0.7716262936592102,0.7716262936592102
5,0.7794662714004517,0.8337340950965881,0.527554452419281,0.01,0.7794662714004517,0.7794662714004517,0.7802768349647522,0.867774248123169,0.46599170565605164,0.7802768349647522,0.7802768349647522
6,0.7891030311584473,0.853776216506958,0.4753699004650116,0.01,0.7891030311584473,0.7891030311584473,0.7941176295280457,0.8743399977684021,0.4523223638534546,0.7941176295280457,0.7941176295280457
7,0.7935507893562317,0.8594759702682495,0.4662770628929138,0.01,0.7935507893562317,0.7935507893562317,0.8131487965583801,0.8718271851539612,0.4451915919780731,0.8131487965583801,0.8131487965583801
8,0.7939214110374451,0.8642757534980774,0.4612959623336792,0.01,0.7939214110374451,0.7939214110374451,0.7958477735519409,0.8559883832931519,0.4719707667827606,0.7958477735519409,0.7958477735519409
9,0.7954040169715881,0.8553999662399292,0.7615101933479309,0.01,0.7954040169715881,0.7954040169715881,0.754325270652771,0.7944529056549072,0.553477942943573,0.754325270652771,0.754325270652771
10,0.7994810938835144,0.877217710018158,0.44057950377464294,0.01,0.7994810938835144,0.7994810938835144,0.8079584836959839,0.8687156438827515,0.48055776953697205,0.8079584836959839,0.8079584836959839
11,0.8135656118392944,0.8919444680213928,0.4103879928588867,0.01,0.8135656118392944,0.8135656118392944,0.8235294222831726,0.898594319820404,0.3939889967441559,0.8235294222831726,0.8235294222831726
12,0.8424758911132812,0.9208120703697205,0.3550679385662079,0.01,0.8424758911132812,0.8424758911132812,0.8615916967391968,0.9351406097412109,0.3371429145336151,0.8615916967391968,0.8615916967391968
