epoch,accuracy,auc,loss,lr,precision_15,recall_15,val_accuracy,val_auc,val_loss,val_precision_15,val_recall_15
0,0.6352853775024414,0.6454252600669861,102.44825744628906,0.01,0.6352853775024414,0.6352853775024414,0.5968858003616333,0.5060134530067444,1.2541265487670898,0.5968858003616333,0.5968858003616333
1,0.755744993686676,0.7823962569236755,0.7170115113258362,0.01,0.755744993686676,0.755744993686676,0.4844290614128113,0.4726460874080658,0.8484365344047546,0.4844290614128113,0.4844290614128113
2,0.7720533609390259,0.825799822807312,0.5216981172561646,0.01,0.7720533609390259,0.7720533609390259,0.7301037907600403,0.8009916543960571,0.5585439801216125,0.7301037907600403,0.7301037907600403
3,0.7716827392578125,0.8265034556388855,0.5513221025466919,0.01,0.7716827392578125,0.7716827392578125,0.7785466909408569,0.8360861539840698,0.5415256023406982,0.7785466909408569,0.7785466909408569
4,0.7879911065101624,0.838533341884613,0.8240426778793335,0.01,0.7879911065101624,0.7879911065101624,0.8529411554336548,0.8984881043434143,0.45653894543647766,0.8529411554336548,0.8529411554336548
5,0.779836893081665,0.8579230308532715,0.47313395142555237,0.01,0.779836893081665,0.779836893081665,0.8512110710144043,0.8917621970176697,0.4537411630153656,0.8512110710144043,0.8512110710144043
6,0.8061527013778687,0.8704992532730103,0.45352956652641296,0.01,0.8061527013778687,0.8061527013778687,0.858131468296051,0.9215841293334961,0.38474684953689575,0.858131468296051,0.858131468296051
7,0.8057820796966553,0.871212363243103,0.44924336671829224,0.01,0.8057820796966553,0.8057820796966553,0.8494809865951538,0.9124875068664551,0.38607627153396606,0.8494809865951538,0.8494809865951538
8,0.7650111317634583,0.8143851161003113,0.8919616937637329,0.01,0.7650111317634583,0.7650111317634583,0.7975778579711914,0.8386693000793457,0.5524987578392029,0.7975778579711914,0.7975778579711914
9,0.7664936780929565,0.820332407951355,0.7254825234413147,0.01,0.7664936780929565,0.7664936780929565,0.7993079423904419,0.8682937026023865,0.46661847829818726,0.7993079423904419,0.7993079423904419
10,0.7835433483123779,0.8461917042732239,0.5495574474334717,0.01,0.7835433483123779,0.7835433483123779,0.7802768349647522,0.8695223331451416,0.4599354863166809,0.7802768349647522,0.7802768349647522
11,0.8080059289932251,0.87508225440979,0.4444422721862793,0.005,0.8080059289932251,0.8080059289932251,0.8425605297088623,0.9168921113014221,0.3651772141456604,0.8425605297088623,0.8425605297088623
12,0.8172720670700073,0.8930692076683044,0.4144164025783539,0.005,0.8172720670700073,0.8172720670700073,0.8737024068832397,0.9117481708526611,0.38088539242744446,0.8737024068832397,0.8737024068832397
13,0.8180133700370789,0.9000158309936523,0.3983224332332611,0.005,0.8180133700370789,0.8180133700370789,0.6435986161231995,0.7282121181488037,0.690468966960907,0.6435986161231995,0.6435986161231995
14,0.8313565850257874,0.9147920608520508,0.3752099275588989,0.005,0.8313565850257874,0.8313565850257874,0.85467129945755,0.9176928400993347,0.4221076965332031,0.85467129945755,0.85467129945755
