epoch,accuracy,auc,loss,lr,precision_12,recall_12,val_accuracy,val_auc,val_loss,val_precision_12,val_recall_12
0,0.6074870228767395,0.6176642775535583,102.81602478027344,0.01,0.6074870228767395,0.6074870228767395,0.6193771362304688,0.6949629783630371,1.1918330192565918,0.6193771362304688,0.6193771362304688
1,0.647516667842865,0.7026023268699646,0.8400647044181824,0.01,0.647516667842865,0.647516667842865,0.40657439827919006,0.46355852484703064,0.8530170321464539,0.40657439827919006,0.40657439827919006
2,0.6931059956550598,0.7328711152076721,0.654240608215332,0.01,0.6931059956550598,0.6931059956550598,0.6660899519920349,0.7227358818054199,0.798996090888977,0.6660899519920349,0.6660899519920349
3,0.7227575778961182,0.7615960240364075,0.6589391827583313,0.01,0.7227575778961182,0.7227575778961182,0.745674729347229,0.771160900592804,0.5778366923332214,0.745674729347229,0.745674729347229
4,0.7257227301597595,0.7705020904541016,0.5825844407081604,0.01,0.7257227301597595,0.7257227301597595,0.6816608905792236,0.7269355058670044,0.6464570164680481,0.6816608905792236,0.6816608905792236
5,0.7309117913246155,0.7800379991531372,0.5712702870368958,0.01,0.7309117913246155,0.7309117913246155,0.7231833934783936,0.7722923159599304,0.5861597061157227,0.7231833934783936,0.7231833934783936
6,0.7487027645111084,0.8076403737068176,0.5393270254135132,0.01,0.7487027645111084,0.7487027645111084,0.7352941036224365,0.7861405611038208,0.5750130414962769,0.7352941036224365,0.7352941036224365
7,0.758339524269104,0.8113253712654114,0.5378692746162415,0.01,0.758339524269104,0.758339524269104,0.7560553550720215,0.8483868837356567,0.49917638301849365,0.7560553550720215,0.7560553550720215
8,0.7739065885543823,0.8315537571907043,0.5479927062988281,0.01,0.7739065885543823,0.7739065885543823,0.7820069193840027,0.8753531575202942,0.4670969247817993,0.7820069193840027,0.7820069193840027
9,0.7787249684333801,0.8422728180885315,0.4926559329032898,0.01,0.7787249684333801,0.7787249684333801,0.7923875451087952,0.889030933380127,0.44127100706100464,0.7923875451087952,0.7923875451087952
10,0.7783543467521667,0.8370673656463623,0.5325115323066711,0.01,0.7783543467521667,0.7783543467521667,0.7698962092399597,0.8672264814376831,0.5054770708084106,0.7698962092399597,0.7698962092399597
11,0.7946627140045166,0.8736902475357056,0.4445910155773163,0.01,0.7946627140045166,0.7946627140045166,0.8027681708335876,0.9053815603256226,0.3766145706176758,0.8027681708335876,0.8027681708335876
12,0.8135656118392944,0.8974875211715698,0.39653345942497253,0.01,0.8135656118392944,0.8135656118392944,0.8079584836959839,0.9160016775131226,0.3530060052871704,0.8079584836959839,0.8079584836959839
13,0.8235729932785034,0.906592607498169,0.38247448205947876,0.01,0.8235729932785034,0.8235729932785034,0.7975778579711914,0.9001044631004333,0.41845136880874634,0.7975778579711914,0.7975778579711914
14,0.839881420135498,0.9231169819831848,0.3401820659637451,0.01,0.839881420135498,0.839881420135498,0.742214560508728,0.8602536916732788,0.4604604244232178,0.742214560508728,0.742214560508728
15,0.8517420291900635,0.9288805723190308,0.33924490213394165,0.01,0.8517420291900635,0.8517420291900635,0.8096885681152344,0.9041558504104614,0.38717636466026306,0.8096885681152344,0.8096885681152344
16,0.8851000666618347,0.9501316547393799,0.27968791127204895,0.01,0.8851000666618347,0.8851000666618347,0.7387543320655823,0.8444657921791077,0.5097809433937073,0.7387543320655823,0.7387543320655823
17,0.8854707479476929,0.9559862017631531,0.2659546136856079,0.01,0.8854707479476929,0.8854707479476929,0.9013840556144714,0.9569119811058044,0.25270119309425354,0.9013840556144714,0.9013840556144714
18,0.9147516489028931,0.967480480670929,0.2266579419374466,0.01,0.9147516489028931,0.9147516489028931,0.6539792418479919,0.7513364553451538,0.6709442734718323,0.6539792418479919,0.6539792418479919
19,0.9117864966392517,0.9693735837936401,0.2248840034008026,0.01,0.9117864966392517,0.9117864966392517,0.48615917563438416,0.5870679616928101,1.464024543762207,0.48615917563438416,0.48615917563438416
20,0.9169755578041077,0.969292938709259,0.2679527699947357,0.01,0.9169755578041077,0.9169755578041077,0.7214533090591431,0.8125036954879761,0.6384555697441101,0.7214533090591431,0.7214533090591431
21,0.9277242422103882,0.9760392308235168,0.1977343112230301,0.01,0.9277242422103882,0.9277242422103882,0.9083045125007629,0.9706540703773499,0.21614423394203186,0.9083045125007629,0.9083045125007629
22,0.9269829392433167,0.9780514240264893,0.18647049367427826,0.01,0.9269829392433167,0.9269829392433167,0.9152249097824097,0.9665173292160034,0.2594527006149292,0.9152249097824097,0.9152249097824097
23,0.9399555325508118,0.9822153449058533,0.16747727990150452,0.01,0.9399555325508118,0.9399555325508118,0.9377162456512451,0.97625732421875,0.1862335354089737,0.9377162456512451,0.9377162456512451
24,0.9277242422103882,0.9783886075019836,0.18673905730247498,0.01,0.9277242422103882,0.9277242422103882,0.6262975931167603,0.6846452355384827,2.975468873977661,0.6262975931167603,0.6262975931167603
25,0.9392142295837402,0.9857959747314453,0.15167304873466492,0.01,0.9392142295837402,0.9392142295837402,0.5986159443855286,0.6129206418991089,5.585270404815674,0.5986159443855286,0.5986159443855286
26,0.9295774698257446,0.9776317477226257,0.19639115035533905,0.01,0.9295774698257446,0.9295774698257446,0.9480968713760376,0.9789124131202698,0.1745225340127945,0.9480968713760376,0.9480968713760376
27,0.917346179485321,0.970859169960022,0.22429455816745758,0.01,0.917346179485321,0.917346179485321,0.9186851382255554,0.9593784809112549,0.28132039308547974,0.9186851382255554,0.9186851382255554
28,0.9384729266166687,0.9832322597503662,0.16242797672748566,0.01,0.9384729266166687,0.9384729266166687,0.8927335739135742,0.9306282997131348,0.531692385673523,0.8927335739135742,0.8927335739135742
29,0.9458858370780945,0.9847499132156372,0.1504535973072052,0.005,0.9458858370780945,0.9458858370780945,0.8477508425712585,0.8950039744377136,0.7334896326065063,0.8477508425712585,0.8477508425712585
30,0.9455152153968811,0.9867250323295593,0.14505787193775177,0.005,0.9455152153968811,0.9455152153968811,0.8685120940208435,0.9364141821861267,0.43440231680870056,0.8685120940208435,0.8685120940208435
31,0.9477390646934509,0.9889546632766724,0.1323479562997818,0.005,0.9477390646934509,0.9477390646934509,0.9048442840576172,0.9588949680328369,0.31157609820365906,0.9048442840576172,0.9048442840576172
32,0.946627140045166,0.9881007671356201,0.13460667431354523,0.005,0.946627140045166,0.946627140045166,0.9307958483695984,0.9762558937072754,0.1887766569852829,0.9307958483695984,0.9307958483695984
33,0.9544106721878052,0.9894925355911255,0.12918414175510406,0.005,0.9544106721878052,0.9544106721878052,0.9429065585136414,0.9832647442817688,0.1628294140100479,0.9429065585136414,0.9429065585136414
34,0.9469977617263794,0.9879189729690552,0.13938629627227783,0.005,0.9469977617263794,0.9469977617263794,0.8148788809776306,0.8788014650344849,0.9551745057106018,0.8148788809776306,0.8148788809776306
35,0.9499629139900208,0.98696368932724,0.1407347470521927,0.005,0.9499629139900208,0.9499629139900208,0.8650519251823425,0.9088912010192871,0.6297888159751892,0.8650519251823425,0.8650519251823425
36,0.9529280662536621,0.9884886145591736,0.1350919008255005,0.005,0.9529280662536621,0.9529280662536621,0.9446367025375366,0.9829413294792175,0.16255730390548706,0.9446367025375366,0.9446367025375366
37,0.9610822796821594,0.9905590415000916,0.11988863348960876,0.0025,0.9610822796821594,0.9610822796821594,0.9463667869567871,0.9818249940872192,0.16273048520088196,0.9463667869567871,0.9463667869567871
38,0.9636768102645874,0.9907626509666443,0.11509377509355545,0.0025,0.9636768102645874,0.9636768102645874,0.9498270153999329,0.9778887033462524,0.2036745548248291,0.9498270153999329,0.9498270153999329
39,0.9655300378799438,0.9933125972747803,0.09810978174209595,0.0025,0.9655300378799438,0.9655300378799438,0.9307958483695984,0.9818549752235413,0.17982904613018036,0.9307958483695984,0.9307958483695984
40,0.961823582649231,0.9928634762763977,0.10247519612312317,0.0025,0.961823582649231,0.961823582649231,0.9411764740943909,0.9801845550537109,0.18857015669345856,0.9411764740943909,0.9411764740943909
41,0.9603409767150879,0.9928377270698547,0.10493487119674683,0.0025,0.9603409767150879,0.9603409767150879,0.9169549942016602,0.9653201699256897,0.2840292453765869,0.9169549942016602,0.9169549942016602
42,0.9647887349128723,0.9930830001831055,0.09987267851829529,0.0025,0.9647887349128723,0.9647887349128723,0.9377162456512451,0.9789528846740723,0.18997031450271606,0.9377162456512451,0.9377162456512451
43,0.9666419625282288,0.9946642518043518,0.0900481790304184,0.00125,0.9666419625282288,0.9666419625282288,0.9429065585136414,0.9806814789772034,0.18714770674705505,0.9429065585136414,0.9429065585136414
44,0.9651593565940857,0.9941302537918091,0.09269853681325912,0.00125,0.9651593565940857,0.9651593565940857,0.9273356199264526,0.976431131362915,0.21785730123519897,0.9273356199264526,0.9273356199264526
45,0.9703484177589417,0.9945788979530334,0.08708658069372177,0.00125,0.9703484177589417,0.9703484177589417,0.9429065585136414,0.9775683879852295,0.1995621621608734,0.9429065585136414,0.9429065585136414
46,0.9640474319458008,0.9947940707206726,0.09076222032308578,0.00125,0.9640474319458008,0.9640474319458008,0.9446367025375366,0.9787807464599609,0.19628992676734924,0.9446367025375366,0.9446367025375366
47,0.9684951901435852,0.9946932196617126,0.08981835842132568,0.00125,0.9684951901435852,0.9684951901435852,0.9411764740943909,0.980895459651947,0.18794625997543335,0.9411764740943909,0.9411764740943909
48,0.9684951901435852,0.9940699338912964,0.08854828774929047,0.00125,0.9684951901435852,0.9684951901435852,0.9342560768127441,0.9808012247085571,0.19773736596107483,0.9342560768127441,0.9342560768127441
49,0.9703484177589417,0.9957535266876221,0.08079987019300461,0.000625,0.9703484177589417,0.9703484177589417,0.9429065585136414,0.9812951683998108,0.1856129765510559,0.9429065585136414,0.9429065585136414
50,0.9744254946708679,0.9967978596687317,0.06997576355934143,0.000625,0.9744254946708679,0.9744254946708679,0.9307958483695984,0.9809704422950745,0.1994689255952835,0.9307958483695984,0.9307958483695984
51,0.9725722670555115,0.9962013959884644,0.07445879280567169,0.000625,0.9725722670555115,0.9725722670555115,0.9429065585136414,0.9812111854553223,0.17771872878074646,0.9429065585136414,0.9429065585136414
52,0.9729429483413696,0.9945019483566284,0.08386626839637756,0.000625,0.9729429483413696,0.9729429483413696,0.9446367025375366,0.9809389710426331,0.19267496466636658,0.9446367025375366,0.9446367025375366
