epoch,accuracy,auc,loss,lr,precision_13,recall_13,val_accuracy,val_auc,val_loss,val_precision_13,val_recall_13
0,0.5837657451629639,0.5895661115646362,119.90337371826172,0.01,0.5837657451629639,0.5837657451629639,0.4031141996383667,0.4031141996383667,56.08925247192383,0.4031141996383667,0.4031141996383667
1,0.7553743720054626,0.813935399055481,0.7859495878219604,0.01,0.7553743720054626,0.7553743720054626,0.3339100480079651,0.40284326672554016,3.1659207344055176,0.3339100480079651,0.3339100480079651
2,0.8658265471458435,0.9299952387809753,0.3419722616672516,0.01,0.8658265471458435,0.8658265471458435,0.7595155835151672,0.7903206944465637,0.9841724634170532,0.7595155835151672,0.7595155835151672
3,0.8851000666618347,0.9445820450782776,0.3107972741127014,0.01,0.8851000666618347,0.8851000666618347,0.7906574606895447,0.8872559666633606,0.433999240398407,0.7906574606895447,0.7906574606895447
4,0.9073387980461121,0.9642201066017151,0.24611128866672516,0.01,0.9073387980461121,0.9073387980461121,0.6903114318847656,0.7725197672843933,0.6085705161094666,0.6903114318847656,0.6903114318847656
5,0.9040029644966125,0.9626409411430359,0.24817238748073578,0.01,0.9040029644966125,0.9040029644966125,0.5328719615936279,0.6381598711013794,0.9126956462860107,0.5328719615936279,0.5328719615936279
6,0.919940710067749,0.9749621152877808,0.20271675288677216,0.01,0.919940710067749,0.919940710067749,0.4930795729160309,0.6458855271339417,0.9315221309661865,0.4930795729160309,0.4930795729160309
7,0.9336545467376709,0.9806467294692993,0.1776455193758011,0.01,0.9336545467376709,0.9336545467376709,0.9307958483695984,0.9845234751701355,0.16990692913532257,0.9307958483695984,0.9307958483695984
8,0.9321720004081726,0.9809268116950989,0.1763034462928772,0.01,0.9321720004081726,0.9321720004081726,0.9377162456512451,0.9847628474235535,0.15827961266040802,0.9377162456512451,0.9377162456512451
9,0.9429206848144531,0.9842454791069031,0.15664337575435638,0.01,0.9429206848144531,0.9429206848144531,0.9498270153999329,0.9926739931106567,0.11025039851665497,0.9498270153999329,0.9498270153999329
10,0.9384729266166687,0.9854114651679993,0.1538998931646347,0.01,0.9384729266166687,0.9384729266166687,0.508650541305542,0.6385160684585571,1.4902899265289307,0.508650541305542,0.508650541305542
11,0.9366196990013123,0.9835708737373352,0.15942201018333435,0.01,0.9366196990013123,0.9366196990013123,0.9619377255439758,0.9934118390083313,0.10639073699712753,0.9619377255439758,0.9619377255439758
12,0.9488509893417358,0.9884873032569885,0.13221041858196259,0.01,0.9488509893417358,0.9488509893417358,0.9515570998191833,0.9914916157722473,0.11719981580972672,0.9515570998191833,0.9515570998191833
13,0.9462564587593079,0.9878193140029907,0.13900825381278992,0.01,0.9462564587593079,0.9462564587593079,0.8408304452896118,0.9272444248199463,0.39272719621658325,0.8408304452896118,0.8408304452896118
14,0.9358784556388855,0.9857985377311707,0.15131884813308716,0.01,0.9358784556388855,0.9358784556388855,0.9100345969200134,0.9634493589401245,0.2449055165052414,0.9100345969200134,0.9100345969200134
15,0.9510748982429504,0.9895412921905518,0.1281215101480484,0.01,0.9510748982429504,0.9510748982429504,0.9498270153999329,0.9904052019119263,0.12401038408279419,0.9498270153999329,0.9498270153999329
16,0.9514455199241638,0.9906409978866577,0.1217128112912178,0.01,0.9514455199241638,0.9514455199241638,0.5449826717376709,0.7038484215736389,1.0217955112457275,0.5449826717376709,0.5449826717376709
